,strDrink,strCategory,strIngredients,Alc_type,Basic_cocktail_taste,Basic_taste,Value_ml,Value_gr,Garnish_type
347,Arise My Love,Ordinary Drink,Green Creme De Menthe,Sweet Liqueur,Minty,,,4,
348,Arizona Antifreeze,Shot,Vodka,Vodka,Sweet,,10,,
349,Arizona Antifreeze,Shot,Sweet And Sour,,Sweet,sweet,10,,
350,Arizona Antifreeze,Shot,Midori Melon Liqueur,Sweet Liqueur,Sweet,,10,,
351,Arizona Stingers,Cocktail,Iced Tea,,Sweet,sour,360,,
352,Arizona Stingers,Cocktail,Absolut Vodka,Vodka,Sweet,,50,,
353,Arizona Twister,Cocktail,Pineapple,,Creamy,sweet,,,wedge
354,Arizona Twister,Cocktail,Orange,,Creamy,sweet,6,,
355,Arizona Twister,Cocktail,Cream,,Creamy,cream,6,,
356,Arizona Twister,Cocktail,Grenadine,,Creamy,sweet,1,,
357,Arizona Twister,Cocktail,Malibu Rum,Rum,Creamy,,25,,
358,Arizona Twister,Cocktail,Pineapple,,Creamy,sweet,6,,
359,Arizona Twister,Cocktail,Vodka,Vodka,Creamy,,25,,
360,Arizona Twister,Cocktail,Gold Tequila,Tequila,Creamy,,25,,
361,Army special,Cocktail,Vodka,Vodka,Sour,,30,,
362,Army special,Cocktail,Lime,,Sour,sour,45,,
363,Army special,Cocktail,Gin,Gin,Sour,,30,,
364,Arthur Tompkins,Ordinary Drink,Gin,Gin,Sour,,60,,
365,Arthur Tompkins,Ordinary Drink,Grand Marnier,Triple Sec,Sour,,15,,
366,Arthur Tompkins,Ordinary Drink,Lemon,,Sour,sour,,8,
367,Arthur Tompkins,Ordinary Drink,Lemon Peel,,Sour,sour,,,twist
368,Artillery,Ordinary Drink,Sweet Vermouth,Vermouth,Bitter,,,6,
369,Artillery,Ordinary Drink,Gin,Gin,Bitter,,45,,
370,Artillery,Ordinary Drink,Bitters,Bitters,Bitter,,2,,
371,Artillery Punch,Punch / Party Drink,Rye Whiskey,Whisky,,,946,,
372,Artillery Punch,Punch / Party Drink,Lemon,,,sour,236.5,,
373,Artillery Punch,Punch / Party Drink,Brandy,Brandy,,,236.5,,
374,Artillery Punch,Punch / Party Drink,Rum Jamaican,Rum,,,473,,
375,Artillery Punch,Punch / Party Drink,Red Wine,Wine,,,150,,
376,Artillery Punch,Punch / Party Drink,Benedictine,Sweet Liqueur,,,45,,
377,Artillery Punch,Punch / Party Drink,Orange,,,sweet,473,,
378,Artillery Punch,Punch / Party Drink,Tea,,,bitter,946,,
379,Atlantic Sun,Ordinary Drink,Club Soda,,Sweet,sweet,1,,
380,Atlantic Sun,Ordinary Drink,Passion Fruit Syrup,,Sweet,sweet,20,,
381,Atlantic Sun,Ordinary Drink,Southern Comfort,Whisky,Sweet,,20,,
382,Atlantic Sun,Ordinary Drink,Sweet And Sour,,Sweet,sweet,60,,
383,Atlantic Sun,Ordinary Drink,Vodka Smirnoff,Vodka,Sweet,,20,,
384,Atomic Lokade,Ordinary Drink,Blue Curacao,Triple Sec,Sour,,15,,
385,Atomic Lokade,Ordinary Drink,Vodka,Vodka,Sour,,30,,
386,Atomic Lokade,Ordinary Drink,Triple Sec,Triple Sec,Sour,,15,,
387,Atomic Lokade,Ordinary Drink,Lemon,,Sour,sour,150,,
388,Atomic Lokade,Ordinary Drink,Sugar,,Sour,sweet,,,
389,Auburn Headbanger,Shot,Goldschlager,Schnapps,Bitter,,30,,
390,Auburn Headbanger,Shot,Jägermeister,Bitters,Bitter,,30,,
391,Autodafé,Ordinary Drink,Lime,,Sour,sour,1,,
392,Autodafé,Ordinary Drink,Soda Water,,Sour,sweet,,,
393,Autodafé,Ordinary Drink,Vodka,Vodka,Sour,,40,,
394,Avalanche,Milk / Float / Shake,Cream,,Creamy,cream,,,top up
395,Avalanche,Milk / Float / Shake,Crown Royal,Whisky,Creamy,,25,,
396,Avalanche,Milk / Float / Shake,Kahlua,Creamy Liqueur,Creamy,,25,,
397,Avalon,Ordinary Drink,Apple Juice,,Sour,sweet,180,,
398,Avalon,Ordinary Drink,Vodka,Vodka,Sour,,90,,
399,Avalon,Ordinary Drink,Lemon,,Sour,sour,45,,
400,Avalon,Ordinary Drink,Pisang Ambon,Sweet Liqueur,Sour,,30,,
401,Avalon,Ordinary Drink,Lemon,,Sour,sour,,,
402,Aviation,Cocktail,Gin,Gin,Sour,,45,,
403,Aviation,Cocktail,Maraschino Liqueur,Sweet Liqueur,Sour,,15,,
404,Aviation,Cocktail,Lemon,,Sour,sour,15,,
405,Aztec Punch,Punch / Party Drink,Rum,Rum,Bitter,,210,,
406,Aztec Punch,Punch / Party Drink,Lemon,,Bitter,sour,330,,
407,Aztec Punch,Punch / Party Drink,Ginger Ale,,Bitter,sweet,750,,
408,Aztec Punch,Punch / Party Drink,Vodka,Vodka,Bitter,,150,,
409,B-52,Shot,Kahlua,Creamy Liqueur,Creamy,,7.5,,
410,B-52,Shot,Bailey'S Irish Cream,Creamy Liqueur,Creamy,,10,,
411,B-52,Shot,Grand Marnier,Triple Sec,Creamy,,10,,
412,B-53,Shot,Grand Marnier,Triple Sec,Creamy,,8.333333333,,
413,B-53,Shot,Kahlua,Creamy Liqueur,Creamy,,8.333333333,,
414,B-53,Shot,Sambuca,Sambuca,Creamy,,8.333333333,,
415,Baby Eskimo,Milk / Float / Shake,Vanilla Ice-Cream,,Creamy,cream,120,,
416,Baby Eskimo,Milk / Float / Shake,Kahlua,Creamy Liqueur,Creamy,,60,,
417,Baby Eskimo,Milk / Float / Shake,Milk,,Creamy,cream,240,,
418,Baby Guinness,Shot,Bailey'S Irish Cream,Creamy Liqueur,Creamy,,15,,
419,Baby Guinness,Shot,Kahlua,Creamy Liqueur,Creamy,,75,,
420,Bacardi Cocktail,Ordinary Drink,Light Rum,Rum,Sweet,,52.5,,
421,Bacardi Cocktail,Ordinary Drink,Lime,,Sweet,sour,30,,
422,Bacardi Cocktail,Ordinary Drink,Sugar Syrup,,Sweet,sweet,,2,
423,Bacardi Cocktail,Ordinary Drink,Grenadine,,Sweet,sweet,1,,
424,Bailey's Dream Shake,Soft Drink / Soda,Bailey'S Irish Cream,Creamy Liqueur,Creamy,,60,,
425,Bailey's Dream Shake,Soft Drink / Soda,Vanilla Ice-Cream,,Creamy,cream,120,,
426,Bailey's Dream Shake,Soft Drink / Soda,Cream,,Creamy,cream,,,
427,Balmoral,Ordinary Drink,Bitters,Bitters,Bitter,,2,,
428,Balmoral,Ordinary Drink,Sweet Vermouth,Vermouth,Bitter,,15,,
429,Balmoral,Ordinary Drink,Dry Vermouth,Vermouth,Bitter,,15,,
430,Balmoral,Ordinary Drink,Scotch,Whisky,Bitter,,45,,
431,Banana Daiquiri,Ordinary Drink,Lime,,Fruity,sour,45,,
432,Banana Daiquiri,Ordinary Drink,Banana,,Fruity,sweet,,120,
433,Banana Daiquiri,Ordinary Drink,Sugar,,Fruity,sweet,,4,
434,Banana Daiquiri,Ordinary Drink,Cherry,,Fruity,sweet,,,berry
435,Banana Daiquiri,Ordinary Drink,Light Rum,Rum,Fruity,,45,,
436,Banana Daiquiri,Ordinary Drink,Triple Sec,Triple Sec,Fruity,,,14,
437,Barracuda,Ordinary Drink,Pineapple,,Sour,sweet,60,,
438,Barracuda,Ordinary Drink,Prosecco,Prosecco,Sour,,,,top up
439,Barracuda,Ordinary Drink,Galliano,Sweet Liqueur,Sour,,15,,
440,Barracuda,Ordinary Drink,Lime,,Sour,sour,1,,
441,Barracuda,Ordinary Drink,Rum,Rum,Sour,,45,,
442,Belgian Blue,Soft Drink / Soda,Coconut Liqueur,Sweet Liqueur,Sweet,,10,,
443,Belgian Blue,Soft Drink / Soda,Vodka,Vodka,Sweet,,20,,
444,Belgian Blue,Soft Drink / Soda,7-Up,,Sweet,sweet,,,top up
445,Belgian Blue,Soft Drink / Soda,Blue Curacao,Triple Sec,Sweet,,10,,
446,Bellini,Ordinary Drink,Peach Schnapps,Schnapps,Sweet,,30,,
447,Bellini,Ordinary Drink,Champagne,Champagne,Sweet,,180,,
448,Bellini Martini,Ordinary Drink,Lemon Peel,,Sweet,sour,30,,
449,Bellini Martini,Ordinary Drink,Peach Schnapps,Schnapps,Sweet,,45,,
450,Bellini Martini,Ordinary Drink,Peach Nectar,,Sweet,sweet,45,,
451,Bellini Martini,Ordinary Drink,Vodka,Vodka,Sweet,,90,,
452,Bermuda Highball,Ordinary Drink,Dry Vermouth,Vermouth,Bitter,,22.5,,
453,Bermuda Highball,Ordinary Drink,Brandy,Brandy,Bitter,,22.5,,
454,Bermuda Highball,Ordinary Drink,Lemon Peel,,Bitter,sour,,,
455,Bermuda Highball,Ordinary Drink,Carbonated Water,,Bitter,water,,,
456,Bermuda Highball,Ordinary Drink,Gin,Gin,Bitter,,22.5,,
457,Berry Deadly,Punch / Party Drink,Boone's Strawberry Hill Wine,Wine,Fruity,,750,,
458,Berry Deadly,Punch / Party Drink,Everclear,Vodka,Fruity,,946,,
459,Berry Deadly,Punch / Party Drink,Orange,,Fruity,sweet,1892.5,,
460,Berry Deadly,Punch / Party Drink,Tropicana,,Fruity,sweet,3785,,
461,Between The Sheets,Ordinary Drink,Triple Sec,Triple Sec,Sour,,30,,
462,Between The Sheets,Ordinary Drink,Brandy,Brandy,Sour,,30,,
463,Between The Sheets,Ordinary Drink,Lemon,,Sour,sour,30,,
464,Between The Sheets,Ordinary Drink,Light Rum,Rum,Sour,,30,,
465,Bible Belt,Other/Unknown,Sour Mix,,Sour,sour,60,,
466,Bible Belt,Other/Unknown,Triple Sec,Triple Sec,Sour,,15,,
467,Bible Belt,Other/Unknown,Lime,,Sour,sour,60,,
468,Bible Belt,Other/Unknown,Southern Comfort,Whisky,Sour,,60,,
469,Big Red,Shot,Irish Cream,Creamy Liqueur,Creamy,,15,,
470,Big Red,Shot,Goldschlager,Schnapps,Creamy,,15,,
471,Black & Tan,Beer,Ale,Beer,Bitter,,30,,
472,Black & Tan,Beer,Guinness Stout,Beer,Bitter,,30,,
473,Black Forest Shake,Milk / Float / Shake,Milk,,Creamy,cream,,,
474,Black Forest Shake,Milk / Float / Shake,Cherry Brandy,Brandy,Creamy,,,,
475,Black Forest Shake,Milk / Float / Shake,Vodka,Vodka,Creamy,,,,
476,Black Forest Shake,Milk / Float / Shake,Chocolate Syrup,,Creamy,sweet,,,
477,Black Russian,Ordinary Drink,Coffee Liqueur,,Bitter,bitter,22.5,,
478,Black Russian,Ordinary Drink,Vodka,Vodka,Bitter,,45,,
479,Black and Brown,Beer,Guinness Stout,Beer,Bitter,,15,,
480,Black and Brown,Beer,Root Beer,,Bitter,sweet,15,,
481,Blackthorn,Ordinary Drink,Lemon Peel,,Bitter,sour,,,twist
482,Blackthorn,Ordinary Drink,Sloe Gin,Gin,Bitter,,45,,
483,Blackthorn,Ordinary Drink,Sweet Vermouth,Vermouth,Bitter,,30,,
484,Bleeding Surgeon,Soft Drink / Soda,Dark Rum,Rum,Sweet,,25,,
485,Bleeding Surgeon,Soft Drink / Soda,Orange,,Sweet,sweet,,,slice
486,Bleeding Surgeon,Soft Drink / Soda,Surge,,Sweet,sweet,175,,
487,Bleeding Surgeon,Soft Drink / Soda,Cranberry Juice,,Sweet,sour,175,,
488,Blind Russian,Milk / Float / Shake,Bailey'S Irish Cream,Creamy Liqueur,Creamy,,22.5,,
489,Blind Russian,Milk / Float / Shake,Milk,,Creamy,cream,,,top up
490,Blind Russian,Milk / Float / Shake,Butterscotch Schnapps,Schnapps,Creamy,,15,,
491,Blind Russian,Milk / Float / Shake,Kahlua,Creamy Liqueur,Creamy,,22.5,,
492,Blind Russian,Milk / Float / Shake,Godiva Liqueur,Creamy Liqueur,Creamy,,22.5,,
493,Bloody Maria,Ordinary Drink,Lemon,,Spicy,sour,1,,
494,Bloody Maria,Ordinary Drink,Salt,,Spicy,salty,1,,
495,Bloody Maria,Ordinary Drink,Tomato Juice,,Spicy,salty,60,,
496,Bloody Maria,Ordinary Drink,Tabasco Sauce,,Spicy,spicy,1,,
497,Bloody Maria,Ordinary Drink,Tequila,Tequila,Spicy,,30,,
498,Bloody Maria,Ordinary Drink,Lemon,,Spicy,sour,,,slice
499,Bloody Mary,Ordinary Drink,Lemon,,Spicy,sour,1,,
500,Bloody Mary,Ordinary Drink,Tomato Juice,,Spicy,salty,90,,
501,Bloody Mary,Ordinary Drink,Vodka,Vodka,Spicy,,45,,
502,Bloody Mary,Ordinary Drink,Tabasco Sauce,,Spicy,spicy,2.5,,
503,Bloody Mary,Ordinary Drink,Worcestershire Sauce,,Spicy,salty,,2,
504,Bloody Mary,Ordinary Drink,Lime,,Spicy,sour,,,wedge
505,Blue Lagoon,Ordinary Drink,Lemon,,Sour,sour,,,
506,Blue Lagoon,Ordinary Drink,Blue Curacao,Triple Sec,Sour,,30,,
507,Blue Lagoon,Ordinary Drink,Vodka,Vodka,Sour,,30,,
508,Blue Lagoon,Ordinary Drink,Cherry,,Sour,sweet,,,berry
509,Blue Margarita,Ordinary Drink,Lime,,Sour,sour,30,,
510,Blue Margarita,Ordinary Drink,Salt,,Sour,salty,,,around the rim
511,Blue Margarita,Ordinary Drink,Blue Curacao,Triple Sec,Sour,,30,,
512,Blue Margarita,Ordinary Drink,Tequila,Tequila,Sour,,45,,
513,Blue Mountain,Ordinary Drink,Añejo Rum,Rum,Creamy,,45,,
514,Blue Mountain,Ordinary Drink,Orange,,Creamy,sweet,30,,
515,Blue Mountain,Ordinary Drink,Lemon,,Creamy,sour,,4,
516,Blue Mountain,Ordinary Drink,Tia Maria,Creamy Liqueur,Creamy,,15,,
517,Blue Mountain,Ordinary Drink,Vodka,Vodka,Creamy,,15,,
518,Bluebird,Ordinary Drink,Cherry,,Bitter,sweet,,,berry
519,Bluebird,Ordinary Drink,Triple Sec,Triple Sec,Bitter,,15,,
520,Bluebird,Ordinary Drink,Gin,Gin,Bitter,,45,,
521,Bluebird,Ordinary Drink,Blue Curacao,Triple Sec,Bitter,,15,,
522,Bluebird,Ordinary Drink,Bitters,Bitters,Bitter,,2,,
523,Bluebird,Ordinary Drink,Lemon Peel,,Bitter,sour,,,twist
524,Bob Marley,Shot,Goldschlager,Schnapps,Sweet,,15,,
525,Bob Marley,Shot,Jägermeister,Bitters,Sweet,,15,,
526,Bob Marley,Shot,Midori Melon Liqueur,Sweet Liqueur,Bitter,,15,,
527,Bobby Burns Cocktail,Ordinary Drink,Scotch,Whisky,Bitter,,45,,
528,Bobby Burns Cocktail,Ordinary Drink,Sweet Vermouth,Vermouth,Bitter,,45,,
529,Bobby Burns Cocktail,Ordinary Drink,Lemon Peel,,Bitter,sour,,,twist
530,Bobby Burns Cocktail,Ordinary Drink,Benedictine,Sweet Liqueur,Bitter,,,5,
531,Boomerang,Ordinary Drink,Cherry,,Bitter,sweet,,,berry
532,Boomerang,Ordinary Drink,Gin,Gin,Bitter,,60,,
533,Boomerang,Ordinary Drink,Bitters,Bitters,Bitter,,2,,
534,Boomerang,Ordinary Drink,Dry Vermouth,Vermouth,Bitter,,15,,
535,Boomerang,Ordinary Drink,Maraschino Liqueur,Sweet Liqueur,Bitter,,,2,
536,Boozy Snickers Milkshake,Milk / Float / Shake,Caramel Sauce,,Creamy,sweet,60,,
537,Boozy Snickers Milkshake,Milk / Float / Shake,Godiva Liqueur,Creamy Liqueur,Creamy,,,64,
538,Boozy Snickers Milkshake,Milk / Float / Shake,Mini-Snickers Bars,,Creamy,sweet,450,,
539,Boozy Snickers Milkshake,Milk / Float / Shake,Vanilla Ice-Cream,,Creamy,cream,711,,
540,Boozy Snickers Milkshake,Milk / Float / Shake,Milk,,Creamy,cream,,128,
541,Boozy Snickers Milkshake,Milk / Float / Shake,Chocolate Syrup,,Creamy,sweet,60,,
542,Boozy Snickers Milkshake,Milk / Float / Shake,Whipped Cream,,Creamy,cream,,,ml
543,Boston Sidecar,Ordinary Drink,Light Rum,Rum,Sour,,22.5,,
544,Boston Sidecar,Ordinary Drink,Triple Sec,Triple Sec,Sour,,22.5,,
545,Boston Sidecar,Ordinary Drink,Lime,,Sour,sour,15,,
546,Boston Sidecar,Ordinary Drink,Brandy,Brandy,Sour,,22.5,,
547,Boston Sour,Ordinary Drink,Egg,,Sour,egg,45,,
548,Boston Sour,Ordinary Drink,Sugar,,Sour,sweet,,4,
549,Boston Sour,Ordinary Drink,Lemon,,Sour,sour,,,slice
